score,Hum,Hiss,CL,Thre,Ratio,Attk,Release
0.299,18.67,51.89,1.08,-12.1,2.76,3.82,110.1
0.329,17.35,39.06,1.13,-12.78,2.76,3.82,282.34
0.35,18.67,31.25,1.08,-12.78,4.97,1.4,191.68
0.341,17.35,39.06,0.8,-12.1,4.97,1.4,110.1
0.343,18.67,31.25,1.08,-12.1,2.76,3.31,223.07
0.312,18.67,46.32,1.13,-12.78,2.76,1.4,110.1
0.359,17.35,31.25,1.13,-12.78,2.76,7.55,223.07
0.341,19.68,31.25,1.08,-12.1,4.97,1.4,223.07
0.345,18.67,31.25,1.13,-12.78,2.76,3.82,206.1
0.265,58.97,31.25,1.13,-12.78,4.97,1.4,223.07
0.352,17.35,39.06,1.13,-12.78,5.59,1.4,110.1
0.397,17.35,31.25,1.81,-12.78,4.97,1.4,110.1
0.343,18.67,31.25,1.08,-12.1,4.97,8.65,223.07
0.254,30.37,39.06,1.13,-12.1,4.97,1.4,110.1
0.221,43.94,39.06,1.08,-12.78,2.76,3.82,223.07
0.358,17.35,39.06,1.66,-12.78,4.97,1.4,223.07
0.374,17.35,31.25,1.13,-12.78,7.57,3.82,110.1
0.318,17.35,39.06,1.13,-3.84,2.76,3.82,110.1
0.276,30.93,31.25,1.13,-12.1,4.97,3.82,110.1
0.323,18.67,39.06,1.08,-14.31,2.76,1.4,110.1
0.227,41.33,39.06,1.08,-12.1,4.97,3.82,223.07
0.36,18.67,31.25,1.15,-12.1,4.97,1.4,110.1
0.353,18.67,31.25,1.08,-12.71,4.97,1.4,223.07
0.323,17.35,40.51,1.08,-12.78,2.76,3.82,223.07
0.282,47.69,31.25,1.13,-12.78,7.57,1.4,110.1
0.343,17.35,31.25,1.13,-0.51,7.57,3.82,110.1
0.375,17.35,31.25,1.13,-12.78,9.06,3.82,110.1
0.349,17.35,48.11,1.81,-12.78,4.97,3.82,110.1
0.356,17.35,53.6,1.81,-12.78,7.57,3.82,110.1
0.355,17.35,40.66,1.81,-12.78,7.57,3.82,110.1
0.378,17.35,31.25,1.13,-12.78,7.57,1.9,110.1
0.39,17.35,31.25,1.81,-12.78,7.83,3.82,110.1
0.388,17.35,31.25,1.81,-9.37,4.97,1.4,110.1
0.27,53.49,31.25,1.13,-12.78,7.57,3.82,110.1
0.288,44.92,31.25,1.81,-12.78,7.57,3.82,110.1
0.376,17.35,31.25,1.13,-12.78,9.81,3.82,110.1
0.386,17.35,31.25,1.81,-12.78,4.44,3.82,110.1
0.353,17.35,40.41,1.13,-12.78,7.57,1.4,110.1
0.387,17.35,31.25,1.81,-12.78,4.42,3.82,110.1
0.374,17.35,31.25,1.28,-12.78,4.97,3.82,110.1
0.273,56.85,31.25,1.13,-12.78,4.97,1.4,110.1
0.323,17.35,56.7,1.13,-12.78,4.97,3.82,110.1
0.398,17.35,31.25,1.79,-12.78,7.57,1.4,110.1
0.346,17.35,52.55,1.81,-12.78,4.97,3.82,110.1
0.391,17.35,31.25,1.81,-12.78,3.56,1.4,110.1
0.377,17.35,31.25,1.13,-12.78,4.73,1.4,110.1
0.354,17.35,31.25,1.13,-5.22,4.97,1.4,110.1
0.312,26.5,31.25,1.81,-12.78,7.57,3.82,110.1
0.368,17.35,31.25,1.13,-12.78,4.97,1.4,219.7
0.37,17.35,31.25,1.13,-12.78,7.57,3.82,186.31
0.352,17.35,38.83,1.13,-12.78,7.57,1.4,110.1
0.366,17.35,31.25,1.13,-12.78,3.76,3.82,110.1
0.335,17.35,40.85,1.13,-12.78,7.57,3.82,110.1
0.404,17.35,31.25,1.81,-12.78,4.97,0.13,110.1
0.37,17.35,31.25,1.13,-12.78,5.34,3.82,110.1
0.392,17.35,31.25,1.81,-12.78,7.57,1.4,149.09
0.385,17.35,31.25,1.81,-12.78,4.97,3.09,110.1
0.337,17.35,51.78,1.13,-12.78,4.97,1.4,110.1
0.375,17.35,31.25,1.13,-12.78,7.57,1.76,110.1
0.39,17.35,31.25,1.81,-12.78,7.57,4.96,110.1
0.381,17.35,31.25,1.41,-12.78,7.57,3.82,110.1
0.383,17.35,31.25,1.81,-12.78,4.97,1.4,282.34
0.359,17.35,48.8,1.81,-12.78,4.97,1.4,110.1
0.369,17.35,31.25,0.8,-12.78,7.57,3.82,110.1
0.374,18.21,31.25,1.13,-12.78,7.57,1.4,110.1
0.377,17.35,31.25,0.96,-12.78,7.57,1.4,110.1
0.362,17.35,31.25,0.45,-12.78,4.97,1.4,110.1
0.366,17.35,31.25,1.13,-10.41,7.57,3.82,110.1
0.276,47.53,31.25,1.13,-12.78,4.97,1.4,110.1
0.372,17.35,31.25,0.87,-12.78,4.97,1.4,110.1
0.399,17.35,31.25,1.81,-12.78,4.97,0.76,110.1
0.385,17.35,31.25,1.81,-12.78,4.97,6.48,110.1
0.287,30.37,31.25,1.13,-12.78,4.97,1.4,110.1
0.355,17.35,44.43,1.81,-12.78,7.57,3.82,110.1
0.354,17.35,58.94,1.81,-12.78,4.97,1.4,110.1
0.373,17.35,31.25,1.13,-12.78,7.78,3.82,110.1
0.27,52.29,31.25,1.13,-12.78,7.57,3.82,110.1
0.268,55.01,31.25,1.13,-12.78,4.97,3.82,110.1
0.371,17.35,31.25,1.81,-3.84,7.57,1.4,110.1
0.386,17.35,31.25,1.81,-12.78,5.57,3.82,110.1
0.386,17.35,31.25,1.81,-12.78,4.97,5.79,110.1
0.398,17.35,31.25,1.81,-12.78,4.97,0.79,110.1
0.401,17.35,31.25,1.81,-12.78,7.57,1.14,110.1
0.396,17.35,31.25,1.81,-12.78,2.97,0.13,110.1
0.365,17.35,31.25,1.81,-0.51,7.57,1.14,110.1
0.38,17.35,38.06,1.81,-12.78,7.57,1.14,110.1
0.363,17.35,31.25,1.81,-1.33,4.97,1.14,110.1
0.401,17.35,31.25,1.81,-12.78,8.87,1.14,110.1
0.393,17.35,31.25,1.81,-12.78,7.57,3.22,110.1
0.369,17.35,31.25,1.81,-4.34,7.57,1.14,110.1
0.401,17.35,31.25,1.8,-12.78,7.57,1.14,110.1
0.388,17.35,31.25,1.81,-8.17,4.97,0.13,110.1
0.396,17.35,31.25,1.81,-12.78,7.57,1.14,117.07
0.298,53.49,31.25,1.81,-12.78,7.57,1.14,110.1
0.395,17.35,31.25,1.76,-12.78,4.97,1.14,110.1
0.395,17.35,31.25,1.81,-12.78,7.57,1.14,186.56
0.378,17.35,40.41,1.81,-12.78,7.57,0.13,110.1
0.394,17.35,31.25,1.81,-12.78,4.42,1.14,110.1
0.384,17.35,31.25,1.81,-12.78,2.28,1.14,110.1
0.402,17.35,31.25,1.81,-12.78,3.85,0.13,110.1
0.381,17.35,31.25,1.81,-12.78,1.89,1.14,110.1
0.373,17.35,56.7,1.81,-12.78,7.57,0.13,110.1
0.348,22.12,31.25,1.81,-12.78,4.97,1.14,110.1
0.413,17.35,31.25,1.81,-12.78,7.57,0.13,100.43
0.405,17.35,31.25,1.81,-12.78,7.57,0.13,154.47
0.391,17.35,31.25,1.81,-12.78,4.97,2.66,110.1
0.316,28.97,31.25,1.81,-12.78,7.57,1.14,110.1
0.377,17.35,31.25,1.81,-5.22,4.97,0.13,110.1
0.391,17.35,31.25,1.81,-12.78,7.57,1.14,197.78
0.343,26.5,31.25,1.81,-12.78,7.57,0.13,110.1
0.388,17.35,31.25,1.81,-12.78,7.57,5.96,110.1
0.391,17.35,31.25,1.81,-12.78,7.57,3.29,110.1
0.415,17.35,31.25,1.81,-12.78,9.83,0.13,110.1
0.363,17.35,31.25,1.81,-2.0,4.97,1.14,110.1
0.407,17.35,31.25,1.81,-12.78,7.57,0.13,131.05
0.389,17.35,31.25,1.81,-12.78,4.97,5.02,110.1
0.387,17.35,31.25,1.81,-12.78,4.97,0.13,285.55
0.415,17.35,31.25,1.81,-12.78,7.57,0.13,110.25
0.394,17.35,31.25,1.81,-12.78,7.57,1.14,207.94
0.308,32.17,31.25,1.81,-12.78,7.57,1.14,110.1
0.365,17.35,31.25,1.81,-1.77,4.97,0.13,110.1
0.409,17.35,31.25,1.81,-13.7,4.97,0.13,110.1
0.395,17.35,31.25,1.81,-12.78,7.57,1.14,184.78
0.399,17.35,34.86,1.81,-12.78,7.57,0.13,110.1
0.401,18.21,31.25,1.81,-12.78,7.57,0.13,110.1
0.385,17.35,31.25,1.81,-12.78,4.97,6.18,110.1
0.372,19.68,31.25,1.81,-12.78,7.57,1.14,110.1
0.391,17.35,31.25,1.81,-12.78,4.97,0.13,206.1
0.374,17.35,31.25,0.45,-12.78,4.97,0.13,110.1
0.388,17.35,34.59,1.81,-12.78,4.97,0.13,110.1
0.388,17.35,31.25,1.81,-12.78,4.97,1.91,110.1
0.314,44.03,31.25,1.81,-12.78,4.97,0.13,110.1
0.395,17.35,31.25,1.81,-12.78,7.57,1.14,187.31
0.414,17.35,31.25,1.81,-12.78,9.46,0.13,110.1
0.39,17.35,31.25,1.81,-12.78,4.97,1.14,171.93
0.382,17.35,31.25,0.92,-12.78,7.57,1.14,110.1
0.364,17.35,45.93,1.81,-12.78,4.97,1.14,110.1
0.374,17.35,51.17,1.81,-12.78,7.57,0.13,110.1
0.377,17.35,31.25,1.04,-12.78,4.97,1.14,110.1
0.37,17.35,31.25,1.81,-2.65,4.97,0.13,110.1
0.384,17.35,31.25,0.73,-12.78,4.97,0.13,110.1
0.399,17.35,31.25,1.81,-12.78,7.57,1.25,110.1
0.373,17.35,31.25,1.81,-2.79,9.83,0.13,110.1
0.417,17.35,31.25,1.81,-12.78,9.83,0.13,125.93
0.417,17.35,31.25,1.81,-12.78,9.06,0.13,110.1
0.392,17.35,31.25,1.81,-12.78,7.57,0.13,293.54
0.395,17.35,31.25,1.81,-12.78,9.83,3.53,110.25
0.416,17.35,31.25,1.81,-11.88,9.83,0.13,110.1
0.319,42.31,31.25,1.81,-12.78,9.83,0.13,110.1
0.39,17.35,31.25,1.81,-12.78,9.83,5.73,110.25
0.391,17.35,31.25,0.93,-12.78,7.57,0.13,110.25
0.379,17.35,59.92,1.81,-12.78,9.83,0.13,110.1
0.387,17.35,31.25,1.81,-6.19,9.83,0.13,110.25
0.401,17.35,31.25,1.81,-12.78,7.57,0.13,186.56
0.406,17.35,31.25,1.81,-12.78,9.83,0.13,183.29
0.396,17.35,31.25,1.81,-12.78,9.83,3.52,110.1
0.396,17.35,31.25,1.81,-12.78,2.28,0.13,110.25
0.322,56.85,31.25,1.81,-12.78,7.57,0.13,110.1
0.373,17.35,31.25,1.81,-3.04,7.57,0.13,110.25
0.383,17.35,31.25,1.81,-12.78,7.57,6.32,110.25
0.387,17.35,31.25,1.81,-12.78,9.83,7.22,110.25
0.413,17.35,31.25,1.79,-12.78,7.57,0.13,110.1
0.417,17.35,31.25,1.81,-12.93,9.83,0.13,110.25
0.401,17.35,31.25,1.81,-12.78,3.56,0.13,110.25
0.409,17.35,31.25,1.81,-12.78,4.73,0.13,110.1
0.381,17.35,31.25,1.81,-12.78,9.83,9.88,110.1
0.401,17.35,31.25,1.81,-10.58,7.57,0.13,110.25
0.372,17.35,31.25,1.81,-3.5,9.83,0.13,110.1
0.409,17.35,31.25,1.81,-12.78,6.86,0.13,110.25
0.382,17.35,43.43,1.81,-12.78,9.83,0.13,110.1
0.36,23.83,31.25,1.81,-12.78,9.83,0.13,110.1
0.367,17.35,31.25,1.81,-2.0,7.57,0.13,110.25
0.38,17.35,31.25,1.81,-4.15,7.57,0.13,110.25
0.416,17.35,31.25,1.81,-12.78,9.83,0.13,110.25
0.377,17.35,49.29,1.81,-12.78,7.57,0.13,110.1
0.327,32.17,31.25,1.81,-12.78,7.57,0.13,110.25
0.404,17.35,31.25,1.81,-12.78,9.83,0.13,184.78
0.406,17.35,31.25,1.81,-12.78,5.86,0.13,110.25
0.405,18.21,31.25,1.81,-12.78,9.83,0.13,110.1
0.384,17.35,31.25,1.81,-12.78,7.57,6.18,110.1
0.38,17.35,31.25,0.45,-12.78,7.57,0.13,110.25
0.318,44.03,31.25,1.81,-12.78,9.83,0.13,110.25
0.379,17.35,31.25,1.81,-4.1,9.83,0.13,110.1
0.41,17.35,31.25,1.81,-12.78,7.38,0.13,110.1
0.384,17.35,31.25,0.38,-12.78,9.83,0.13,110.25
0.378,17.35,45.37,1.81,-12.78,7.57,0.13,110.1
0.361,17.35,31.25,1.81,-0.57,7.57,0.13,110.25
0.419,17.35,31.25,1.81,-12.78,7.57,0.13,78.94
0.385,17.35,31.25,1.81,-12.78,7.57,6.88,110.1
0.374,17.35,31.25,1.81,-3.84,7.57,0.13,110.25
0.333,30.93,31.25,1.81,-12.78,9.83,0.13,110.1
0.317,41.33,31.25,1.81,-12.78,7.57,0.13,110.1
0.401,17.35,31.25,1.15,-12.78,7.57,0.13,110.25
0.413,17.35,31.25,1.81,-12.78,7.71,0.13,110.25
0.322,37.77,31.25,1.81,-12.78,7.57,0.13,110.25
0.388,17.35,40.51,1.81,-12.78,9.83,0.13,110.25
0.404,17.35,31.25,1.81,-12.78,7.57,0.13,155.54
0.42,17.35,31.25,1.81,-12.78,7.57,0.13,80.89
0.411,17.35,31.25,1.81,-12.78,7.57,0.22,110.1
0.385,20.03,31.25,1.81,-12.78,9.83,0.13,110.1
0.373,17.35,31.25,1.81,-2.79,7.57,0.13,78.94
0.408,17.35,31.25,1.81,-12.78,7.57,0.13,125.93
0.387,17.35,31.25,1.81,-12.78,7.57,8.16,78.94
0.366,17.35,31.25,1.81,-1.33,7.57,0.13,80.89
0.388,17.35,48.11,1.81,-12.78,7.57,0.13,80.89
0.393,17.35,31.25,0.56,-12.78,7.57,0.13,78.94
0.321,42.31,31.25,1.81,-12.78,7.57,0.13,78.94
0.403,17.35,31.25,1.81,-9.37,7.57,0.13,80.89
0.368,17.35,31.25,1.81,-1.27,7.57,0.13,80.89
0.325,53.49,31.25,1.81,-12.78,7.57,0.13,78.94
0.388,17.35,59.92,1.81,-12.78,7.57,0.13,80.89
0.391,17.35,31.25,1.81,-6.19,7.57,0.13,80.89
0.368,17.35,31.25,1.81,-1.32,7.57,0.13,80.89
0.409,18.42,31.25,1.81,-12.78,7.57,0.13,78.94
0.388,17.35,51.76,1.81,-12.78,7.57,0.13,80.89
0.387,17.35,31.25,0.29,-12.78,7.57,0.13,78.94
0.323,56.85,31.25,1.81,-12.78,7.57,0.13,80.89
0.374,17.35,31.25,1.81,-3.04,7.57,0.13,80.89
0.408,17.35,31.25,1.1,-12.78,7.57,0.13,80.89
0.397,17.35,31.25,1.81,-12.78,7.57,0.13,220.96
0.389,17.35,31.25,1.81,-5.53,7.57,0.13,80.89
0.389,17.35,52.55,1.81,-12.78,7.57,0.13,80.89
0.389,17.35,53.04,1.81,-12.78,7.57,0.13,78.94
0.337,28.97,31.25,1.81,-12.78,7.57,0.13,78.94
0.386,17.35,31.25,1.81,-12.78,7.57,9.88,80.89
0.409,17.35,31.25,1.81,-10.58,7.57,0.13,78.94
0.391,17.35,41.5,1.81,-12.78,7.57,0.13,80.89
0.421,17.35,31.25,1.81,-12.78,6.86,0.13,78.94
0.362,23.83,31.25,1.81,-12.78,7.57,0.13,78.94
0.405,17.35,31.25,1.81,-12.78,3.76,0.13,80.89
0.391,17.35,40.85,1.81,-12.78,7.57,0.13,80.89
0.394,17.35,31.25,1.81,-12.78,7.57,0.13,285.55
0.339,32.17,31.25,1.81,-12.78,7.57,0.13,78.94
0.399,17.35,31.25,1.81,-12.78,7.57,0.13,184.78
0.412,17.35,31.25,1.41,-12.78,7.57,0.13,80.89
0.421,17.35,31.25,1.81,-12.78,8.06,0.13,80.89
0.385,17.35,48.8,1.81,-12.78,7.57,0.13,78.94
0.411,17.35,31.25,1.81,-12.78,7.57,0.13,104.56
0.416,17.35,31.25,1.81,-11.79,7.57,0.13,80.89
0.389,17.35,46.32,1.81,-12.78,7.57,0.13,78.94
0.424,17.35,31.25,1.81,-12.78,8.45,0.13,80.89
0.405,17.35,34.68,1.81,-12.78,7.57,0.13,78.94
0.41,17.35,33.01,1.81,-12.78,7.57,0.13,78.94
0.392,17.35,31.25,1.81,-12.78,7.57,0.13,259.39
0.399,17.35,31.25,1.81,-12.78,7.57,0.13,187.31
0.387,17.35,58.94,1.81,-12.78,7.57,0.13,80.89
0.391,17.35,31.25,1.81,-12.78,7.57,6.88,80.89
0.324,55.01,31.25,1.81,-12.78,7.57,0.13,80.89
0.379,17.35,31.25,1.81,-3.84,7.57,0.13,78.94
0.332,30.93,31.25,1.81,-12.78,7.57,0.13,78.94
0.323,41.33,31.25,1.81,-12.78,7.57,0.13,80.89
0.378,17.35,31.25,1.81,-3.61,7.57,0.13,80.89
0.42,17.35,31.25,1.81,-12.71,7.57,0.13,80.89
0.373,17.35,31.25,1.81,-12.78,1.27,0.13,80.89
0.323,45.89,31.25,1.81,-12.78,7.57,0.13,80.89
0.419,17.35,31.25,1.81,-12.78,7.57,0.22,78.94
0.411,17.35,31.25,1.81,-12.78,7.57,0.13,136.95
0.403,17.35,31.25,1.81,-12.78,8.06,0.13,164.61
0.324,49.15,31.25,1.81,-12.78,8.06,0.13,80.89
0.422,17.35,31.25,1.81,-12.78,8.87,0.13,80.89
0.404,17.35,31.25,1.81,-12.78,8.45,0.13,196.48
0.391,17.35,31.25,1.81,-12.78,8.06,0.13,295.71
0.392,17.35,40.66,1.81,-12.78,8.06,0.13,80.89
0.329,42.31,31.25,1.81,-12.78,8.06,0.13,80.89
0.325,53.49,31.25,1.81,-12.78,8.06,0.13,80.89
0.385,17.35,31.25,1.81,-5.56,8.45,0.13,80.89
0.39,17.35,31.25,1.81,-12.78,8.06,8.91,80.89
0.41,18.42,31.25,1.81,-12.78,8.06,0.13,80.89
0.424,17.35,31.25,1.81,-12.78,8.45,0.13,71.76
0.409,17.35,31.25,1.81,-12.78,3.85,0.13,80.89
0.326,56.85,31.25,1.81,-12.78,8.06,0.13,80.89
0.417,17.35,31.25,1.72,-12.78,8.45,0.13,80.89
0.327,41.7,31.25,1.81,-12.78,8.45,0.13,80.89
0.396,17.35,31.25,1.81,-12.78,8.45,0.13,220.96
0.386,17.35,31.25,1.81,-12.78,8.45,9.57,80.89
0.397,17.35,31.25,1.81,-12.78,3.07,0.13,80.89
0.402,17.35,31.25,1.81,-12.78,3.56,0.13,80.89
0.403,17.35,31.25,1.17,-12.78,8.06,0.13,80.89
0.389,17.35,54.9,1.81,-12.78,8.06,0.13,80.89
0.394,17.35,31.25,1.81,-12.78,2.26,0.13,80.89
0.399,17.35,31.25,0.74,-12.78,8.06,0.13,80.89
0.398,17.35,31.25,0.63,-12.78,8.45,0.13,80.89
0.389,17.35,31.25,1.81,-12.78,8.06,8.93,80.89
0.394,17.35,40.85,1.81,-12.78,8.06,0.13,80.89
0.355,17.35,31.25,0.03,-12.78,8.06,0.13,80.89
0.387,17.35,49.29,1.81,-12.78,8.45,0.13,80.89
0.39,17.35,31.25,1.81,-12.78,8.45,4.44,80.89
0.332,36.78,31.25,1.81,-12.78,8.45,0.13,80.89
0.417,17.35,31.25,1.66,-12.78,8.45,0.13,80.89
0.388,17.35,31.25,1.81,-12.78,8.06,4.96,80.89
0.413,17.35,31.25,1.41,-12.78,8.06,0.13,80.89
0.409,18.21,31.25,1.81,-12.78,8.06,0.13,80.89
0.393,17.35,31.25,1.81,-12.78,8.45,6.18,80.89
0.399,19.68,31.25,1.81,-12.78,8.45,0.13,80.89
0.324,58.97,31.25,1.81,-12.78,8.06,0.13,80.89
0.417,17.35,31.25,1.81,-12.78,5.59,0.13,80.89
0.4,17.35,31.25,1.81,-12.78,2.81,0.13,80.89
0.407,17.35,31.25,0.87,-12.78,8.45,0.13,80.89
0.411,17.35,31.25,1.81,-12.78,8.06,0.76,80.89
0.389,17.35,31.25,1.81,-6.94,8.45,0.13,80.89
0.404,17.35,31.25,1.81,-12.78,8.45,0.13,187.31
0.385,17.35,58.94,1.81,-12.78,8.45,0.13,80.89
0.42,17.35,31.25,1.81,-12.78,7.78,0.13,80.89
0.406,17.35,31.25,1.81,-12.78,8.45,0.13,171.93
0.406,17.35,31.25,1.81,-12.78,8.06,1.02,80.89
0.337,30.93,31.25,1.81,-12.78,8.45,0.13,80.89
0.388,17.35,51.17,1.81,-12.78,8.45,0.13,80.89
0.384,17.35,51.52,1.81,-12.78,8.06,0.13,80.89
0.401,17.35,31.25,0.73,-12.78,8.45,0.13,80.89
0.377,17.35,31.25,1.81,-3.61,8.06,0.13,80.89
0.419,17.35,31.25,1.81,-12.78,7.71,0.13,80.89
0.384,17.35,52.77,1.81,-12.78,8.45,0.13,80.89
0.396,17.35,31.25,0.65,-12.78,8.06,0.13,80.89
0.425,17.35,31.25,1.97,-12.78,8.45,0.13,80.89
0.409,17.35,31.25,1.81,-12.78,8.45,0.13,125.93
0.395,17.35,38.06,1.81,-12.78,8.45,0.13,80.89
0.391,17.35,31.25,1.81,-12.78,8.45,0.13,293.54
0.392,17.35,48.11,1.81,-12.78,8.45,0.13,71.76
0.398,17.35,31.25,0.56,-12.78,8.45,0.13,80.89
0.392,17.35,40.66,1.81,-12.78,8.45,0.13,80.89
0.402,17.35,31.25,1.81,-12.78,8.45,1.9,71.76
0.388,17.35,31.25,1.81,-12.78,8.45,6.93,71.76
0.403,17.35,31.25,1.81,-9.37,8.45,0.13,80.89
0.364,17.35,31.25,1.81,-1.27,8.45,0.13,71.76
0.39,17.35,59.92,1.81,-12.78,8.45,0.13,71.76
0.423,17.35,31.25,1.81,-12.78,9.81,0.13,71.76
0.41,18.42,31.25,1.81,-12.78,8.45,0.13,80.89
