score,Hum,Hiss,CL,Thre,Ratio,Attk,Release
0.21,54.07,43.16,0.39,-3.5,2.45,8.74,104.73
0.22,45.95,47.49,1.25,-14.14,2.1,3.2,205.39
0.28,45.33,41.73,2.17,-10.17,2.13,8.73,124.59
0.29,41.47,47.14,2.94,-1.86,1.19,5.28,243.87
0.28,59.44,43.17,2.16,-0.05,2.74,7.37,264.31
0.18,55.36,56.33,0.34,-5.17,4.39,2.98,159.46
0.24,47.24,42.68,0.53,-22.19,4.53,4.18,252.93
0.28,53.82,43.16,1.8,-0.03,4.94,4.08,117.09
0.2,56.24,59.4,0.71,-2.65,4.61,1.01,113.13
0.26,55.33,42.71,0.96,-23.94,4.69,2.41,261.33
0.29,49.96,44.5,2.04,-22.79,2.82,8.86,117.77
0.29,45.68,41.96,1.96,-21.38,2.16,4.34,110.68
0.23,57.76,54.66,0.22,-21.57,4.7,2.34,137.58
0.25,44.75,44.99,0.66,-18.67,2.88,1.63,271.13
0.26,54.54,41.8,1.62,-3.3,2.19,6.73,265.07
0.29,50.77,54.14,2.76,-2.42,3.15,2.55,167.41
0.27,51.16,57.48,1.88,-2.19,2.22,9.55,183.63
0.22,54.41,54.94,0.74,-15.03,1.8,9.63,162.07
0.21,54.28,51.85,0.12,-17.26,2.91,5.72,289.44
0.27,41.22,48.95,2.02,-16.32,2.9,2.67,223.19
0.28,43.22,41.96,2.11,-11.37,1.04,4.31,127.94
0.24,59.63,42.07,1.01,-6.9,2.11,8.11,164.24
0.19,47.33,56.65,0.29,-4.81,4.04,3.2,275.38
0.19,58.65,54.78,0.78,-7.94,1.06,8.97,269.26
0.23,41.06,57.62,1.16,-2.47,1.81,4.63,231.33
0.25,45.79,54.81,1.41,-7.88,3.33,4.2,247.38
0.26,41.19,50.7,1.59,-21.45,2.19,2.05,225.72
0.29,42.04,44.78,2.85,-3.44,4.64,4.6,153.97
0.22,50.12,51.18,0.27,-12.3,4.11,9.15,263.98
0.29,55.76,59.85,2.78,-8.58,2.06,2.07,191.28
0.28,57.0,56.93,2.07,-1.0,1.39,1.0,272.96
0.27,59.91,51.32,2.28,-7.82,4.81,5.2,134.05
0.27,40.27,43.41,1.14,-20.68,4.55,1.97,155.02
0.24,53.2,59.1,1.48,-12.84,3.82,3.41,255.18
0.29,58.02,52.67,2.71,-21.47,4.81,8.3,141.05
0.24,59.77,48.83,0.86,-19.3,2.38,3.26,266.04
0.27,45.7,48.46,1.95,-10.02,2.72,2.81,297.06
0.22,48.49,48.15,0.72,-17.33,2.66,3.61,210.31
0.24,52.73,42.54,1.05,-21.4,1.65,6.98,127.99
0.24,52.93,48.46,1.32,-8.57,2.76,5.67,283.9
0.31,42.63,45.59,2.76,-20.57,2.85,6.25,271.88
0.25,52.43,49.78,1.64,-23.21,3.51,9.54,181.78
0.28,53.16,47.9,2.43,-3.97,1.62,8.47,278.25
0.27,44.37,46.23,2.24,-0.35,2.53,7.54,284.43
0.27,50.2,55.03,2.32,-5.16,4.38,5.09,151.04
0.23,41.15,47.4,1.23,-9.28,3.11,4.44,122.04
0.24,42.37,54.83,1.17,-22.82,3.85,9.15,165.05
0.3,49.03,55.2,2.49,-23.1,2.84,1.49,289.98
0.27,53.63,50.88,2.04,-17.42,1.23,7.26,264.72
0.23,41.57,52.94,1.27,-1.78,2.36,4.46,178.99
0.29,42.12,56.22,2.69,-0.74,2.24,9.85,271.15
0.2,41.74,59.98,0.63,-8.29,1.71,7.58,223.93
0.28,45.4,44.74,2.27,-0.02,2.15,2.35,261.84
0.28,41.28,53.82,1.31,-24.49,3.92,1.3,259.0
0.28,54.2,41.52,1.75,-7.27,2.47,3.35,260.02
0.29,57.31,55.18,2.82,-0.93,4.05,4.43,107.67
0.23,43.39,59.8,0.48,-20.14,3.26,4.07,289.95
0.21,54.82,50.91,0.83,-5.28,2.53,9.85,151.48
0.27,40.47,56.38,2.05,-22.39,1.38,2.76,146.64
0.29,56.72,46.82,2.05,-22.99,4.18,1.44,160.88
0.31,41.98,55.2,2.76,-23.1,2.85,6.25,289.98
0.3,42.63,55.2,2.49,-23.1,2.84,2.14,271.88
0.26,42.63,55.2,1.94,-20.57,2.84,6.25,271.88
0.28,49.03,55.2,2.49,-20.57,2.84,8.04,289.98
0.29,42.63,55.2,2.49,-20.57,2.84,9.5,271.88
0.3,49.03,55.2,2.85,-23.1,2.85,6.25,289.98
0.31,53.52,45.59,2.76,-20.57,2.84,6.25,271.88
0.31,42.63,47.08,2.76,-23.1,2.85,6.25,271.88
0.28,49.03,45.59,2.19,-23.1,2.84,1.49,271.88
0.31,42.63,51.06,2.49,-23.1,2.84,1.49,271.88
0.3,49.03,55.2,2.76,-20.57,2.84,6.25,207.93
0.28,42.63,55.2,2.49,-1.9,2.84,1.49,271.88
0.29,49.03,55.2,2.49,-20.57,2.84,6.25,288.36
0.29,49.03,55.2,2.76,-24.62,2.84,6.25,271.88
0.3,55.49,45.59,2.49,-20.57,2.84,1.49,271.88
0.31,49.03,45.33,2.76,-23.1,2.85,6.25,289.98
0.29,49.03,42.15,2.49,-20.57,2.85,6.25,271.88
0.3,49.03,55.2,2.76,-20.57,2.84,3.68,289.98
